City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
175,mahebourg,MU,79.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
176,northam,GB,59.86,overcast clouds,51.0333,-4.2167,Durrant House Hotel
177,asilah,MA,78.76,clear sky,35.465,-6.0348,Hotel Zelis
178,castro,BR,55.74,broken clouds,-24.7911,-50.0119,CHACARA BAILLY
179,ponta do sol,PT,72.72,clear sky,32.6667,-17.1,Hotel do Campo
181,lazaro cardenas,MX,76.03,few clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
182,sorland,NO,40.86,few clouds,67.667,12.6934,Sjybrygga fiskecamp
183,ayan,RU,33.55,scattered clouds,56.45,138.1667,Gostinitsa
184,new norfolk,AU,44.65,scattered clouds,-42.7826,147.0587,The Shingles Riverside Cottages
185,richards bay,ZA,71.22,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
186,kavaratti,IN,85.23,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
187,svetlyy,RU,53.65,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
189,koster,ZA,66.16,broken clouds,-25.863,26.8976,Klub Kranskuil
190,piacabucu,BR,83.55,few clouds,-10.4056,-36.4344,Piaçabuçu News
192,saldanha,ZA,60.94,broken clouds,-33.0117,17.9442,Blue Bay Lodge
193,sola,VU,80.37,scattered clouds,-13.8833,167.55,Leumerus Bungalows
194,isangel,VU,74.7,clear sky,-19.55,169.2667,Tanna Lodge
195,manado,ID,81.37,scattered clouds,1.487,124.8455,Aryaduta Hotel
196,iquitos,PE,77.04,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
197,sistranda,NO,46.36,overcast clouds,63.7256,8.834,Hotell Frøya
199,moncton,CA,49.05,clear sky,46.1159,-64.8019,"Crowne Plaza Moncton Downtown, an IHG Hotel"
202,tulum,MX,82.4,few clouds,20.2167,-87.4667,Kin Ha Tulum
203,geraldton,AU,64.81,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
204,pemangkat,ID,80.76,overcast clouds,1.1667,108.9667,Ramah Kost KITA
205,gornozavodsk,RU,59.67,broken clouds,58.3758,58.3211,Hotel Ural
207,isabela,PH,81.82,overcast clouds,6.7085,121.9711,Isawad Resort
208,nuuk,GL,32.61,clear sky,64.1835,-51.7216,Vandrehuset
209,porto novo,BJ,88.21,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
210,farmington,US,61.48,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
211,miquelon,PM,46.4,clear sky,47.0975,-56.3814,Island Inn
213,buckeye,US,74.8,clear sky,33.3703,-112.5838,Buckeye Motor Hotel
214,bandarbeyla,SO,86.27,clear sky,9.4942,50.8122,JABIR HOTEL
216,asau,RO,67.28,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
217,sibolga,ID,78.42,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
218,copiapo,CL,58.69,overcast clouds,-27.3667,-70.3333,Antay Casino Hotel
219,cabo san lucas,MX,74.52,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
220,whitehorse,CA,32.31,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
221,fernley,US,47.26,clear sky,39.608,-119.2518,Super 8 by Wyndham Fernley
222,wasilla,US,43.07,clear sky,61.5814,-149.4394,Alaska's Select Inn Wasilla
226,porto velho,BR,80.65,clear sky,-8.7619,-63.9039,Ecos Hotel Conforto
227,banes,CU,79.7,clear sky,20.9625,-75.7186,Hostal Iván y yailet
228,callaway,US,70.92,clear sky,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
229,belyy yar,RU,45.86,clear sky,53.6039,91.3903,Pasportnyy Stol
230,ostersund,SE,42.62,clear sky,63.1792,14.6357,Best Western Hotel Gamla Teatern
232,vacaria,BR,55.63,clear sky,-28.5122,-50.9339,Pampa Hotel
235,ribeira grande,PT,64.8,few clouds,38.5167,-28.7,Quinta da Meia Eira
236,guilin,CN,72.7,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
237,sabang,ID,84.09,overcast clouds,5.8933,95.3214,Hotel Citra
238,kununurra,AU,66.18,clear sky,-15.7667,128.7333,Hotel Kununurra
240,yatou,CN,47.25,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
241,grindavik,IS,54.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
242,faya,SA,77.52,clear sky,18.3851,42.4509,املاك خالد الشعشوع
243,namibe,AO,79.39,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
244,krasnoselkup,RU,25.07,clear sky,65.7,82.4667,Krasnosel'kupnefteprodukt
246,eyl,SO,89.08,scattered clouds,7.9803,49.8164,Amiin Hotel
247,tecpan,GT,58.89,overcast clouds,14.7623,-90.9947,Villa San Ricardo
248,arona,ES,73.69,clear sky,28.0996,-16.681,Paradise Court
250,pitea,SE,46.49,overcast clouds,65.3172,21.4794,Piteå Stadshotell
251,inuvik,CA,31.96,overcast clouds,68.3499,-133.7218,Nova Inn Inuvik
252,takoradi,GH,85.89,broken clouds,4.8845,-1.7554,Raybow International Hotel
254,nouadhibou,MR,64.94,clear sky,20.931,-17.0347,El Medina
255,lata,PT,82.92,broken clouds,40.1629,-8.3327,Casa Maquia
256,vila velha,BR,80.55,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
257,irbit,RU,61.97,broken clouds,57.6705,63.071,Nitsa
258,san patricio,US,80.49,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
260,esperance,AU,62.8,clear sky,-33.8667,121.9,Hospitality Esperance
261,rovaniemi,FI,44.01,clear sky,66.5,25.7167,Arctic City Hotel
262,ulladulla,AU,51.76,broken clouds,-35.35,150.4667,Sandpiper Motel
263,cayenne,GF,85.08,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
264,ayagoz,KZ,50.18,overcast clouds,47.9714,80.4392,ХАН
266,salinas,US,50.07,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
268,ardahan,TR,41.97,overcast clouds,41.1087,42.7022,Kafkas Ari Hotel
269,neryungri,RU,38.3,overcast clouds,56.6709,124.6491,Pyat' Zvozd
270,torbay,CA,44.28,clear sky,47.6666,-52.7314,Gallows Cove
273,qaqortoq,GL,37.17,overcast clouds,60.7167,-46.0333,Siniffik Inn
275,syasstroy,RU,42.37,broken clouds,60.1367,32.5691,"Syas', Gostinitsa"
276,grand baie,MU,79.45,clear sky,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
277,weihai,CN,47.73,few clouds,37.5017,122.1136,Beihai Travel Resort
278,alta floresta,BR,78.53,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
279,medicine hat,CA,39.72,overcast clouds,50.0501,-110.6683,Sun Dek Motel
280,peleduy,RU,35.11,overcast clouds,59.6289,112.7406,Гостиница «Уют»
282,clyde river,CA,20.66,few clouds,70.4692,-68.5914,Qamaq Hotel
283,praia,CV,79.34,scattered clouds,14.9215,-23.5087,LT Aparthotel
285,tateyama,JP,61.11,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
286,boca do acre,BR,75.43,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
287,verkhnevilyuysk,RU,34.57,broken clouds,63.4453,120.3167,Gostinitsa Mila
288,zhezkazgan,KZ,58.98,scattered clouds,47.8043,67.7144,Hotel Zumrat
289,morgan city,US,78.01,few clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
290,namatanai,PG,80.98,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
291,turki,RU,61.34,clear sky,51.987,43.2731,Domashnyaya Gostinitsa
292,kabinda,CD,86.92,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
293,san jose,US,50.99,few clouds,37.3394,-121.895,The Westin San Jose
294,shubarkuduk,KZ,62.91,overcast clouds,49.1447,56.4872,Sirius
295,lompoc,US,48.92,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
296,andenes,NO,35.58,overcast clouds,69.3143,16.1194,Hotell Marena
297,mayo,US,48.61,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
299,dolores,AR,62.82,clear sky,-36.3132,-57.6792,Apart Hotel - Arianos
300,hamilton,US,55.26,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
301,fukuma,JP,64.4,clear sky,33.7667,130.4667,Masago
302,mataram,ID,77.81,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
305,honiara,SB,78.17,scattered clouds,-9.4333,159.95,Heritage Park Hotel
306,lugo,ES,79.77,few clouds,43.0,-7.5,Hotel Torre de Núñez
307,lucapa,AO,86.94,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
308,santiago de cao,PE,60.93,mist,-7.9589,-79.2392,Casa de la tía
309,corpus christi,US,80.64,few clouds,27.8006,-97.3964,"Holiday Inn Corpus Christi Downtown Marina, an IHG Hotel"
312,maniitsoq,GL,31.93,clear sky,65.4167,-52.9,Hotel Heilmann Lyberth
314,mahajanga,MG,88.68,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
315,vanimo,PG,80.29,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
317,lorengau,PG,83.93,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
318,katobu,ID,76.68,overcast clouds,-4.9408,122.5276,La Ode Husein
319,morondava,MG,80.67,clear sky,-20.2833,44.2833,La Case Bambou
